,Unnamed: 0,Unnamed: 0.1,Building,ClientMacAddr,Level,lat,lng,localtime,datetime,waiting_time
106431,160365,570235,TPS2,48:49:c7:6f:8c:1a,Level 3,-22.8142483,-43.24750604,26:59.3,26:59.3,1.67E-05
106437,160410,570383,TPS2,a8:16:d0:11:d0:a1,Level 3,-22.81447884,-43.24720083,27:04.2,27:04.2,36.97938333
106446,160538,570801,TPS2,88:79:7e:a0:c7:95,Level 3,-22.81440303,-43.24715487,27:16.1,27:16.1,174.9245167
106450,160632,571087,TPS2,5c:e7:bf:e1:e5:db,Level 3,-22.81425718,-43.24719477,27:24.3,27:24.3,58.51118333
106472,160953,572065,TPS2,70:fd:46:76:34:ce,Level 3,-22.81439644,-43.24728882,27:47.6,27:47.6,20.74621667
106485,161201,572811,TPS2,48:2c:a0:b2:c8:c9,Level 3,-22.81432344,-43.24723848,28:08.5,28:08.5,2.19005
106489,161251,572953,TPS2,cc:44:63:09:95:a2,Level 3,-22.81443268,-43.24753924,28:11.7,28:11.7,1.015283333
106490,161266,573003,TPS2,28:5a:eb:bb:98:90,Level 3,-22.81437149,-43.24726297,28:12.5,28:12.5,0
106500,161407,573493,TPS2,38:9a:f6:7c:78:17,Level 3,-22.81428099,-43.24725026,28:30.0,28:30.0,3.085883333
106501,161408,573495,TPS2,60:1d:91:0e:3d:c9,Level 3,-22.81436292,-43.24756691,28:30.0,28:30.0,0
106508,161482,573797,TPS2,8c:f5:a3:bb:ef:af,Level 3,-22.81429972,-43.24724546,28:39.5,28:39.5,3.942816667
106509,161518,573931,TPS2,50:92:b9:2f:5f:82,Level 3,-22.81427332,-43.24730505,28:43.9,28:43.9,0
106520,161602,574227,TPS2,cc:61:e5:b1:a1:86,Level 3,-22.81448647,-43.24739633,28:53.2,28:53.2,6.353883333
106532,161875,575261,TPS2,bc:98:df:8d:32:55,Level 3,-22.81446337,-43.24717977,29:26.8,29:26.8,104.9966167
106549,162354,576799,TPS2,74:e1:b6:e9:1e:4f,Level 3,-22.81447866,-43.24716786,30:10.2,30:10.2,56.11036667
106571,162830,578303,TPS2,b4:86:55:46:ee:0c,Level 3,-22.81431166,-43.24723252,30:49.6,30:49.6,127.3186667
106612,163739,581170,TPS2,50:92:b9:6f:aa:60,Level 3,-22.81423456,-43.24723157,32:12.5,32:12.5,40.54093333
106629,164224,582655,TPS2,08:8c:2c:fd:34:74,Level 3,-22.81415123,-43.24715837,32:53.1,32:53.1,0
106631,164299,582863,TPS2,d4:c9:4b:8d:5c:de,Level 3,-22.81448441,-43.24751194,32:58.2,32:58.2,0
106634,164418,583237,TPS2,5c:e7:bf:e1:be:a6,Level 3,-22.81424434,-43.24714976,33:07.4,33:07.4,52.92401667
106639,164477,583417,TPS2,ac:0d:1b:ca:c2:f2,Level 3,-22.81427493,-43.24722164,33:12.6,33:12.6,0
106640,164485,583443,TPS2,d8:9c:67:6f:22:9f,Level 3,-22.81415639,-43.24753956,33:13.3,33:13.3,115.2707
106645,164535,583591,TPS2,d8:9c:67:34:6e:d1,Level 3,-22.81442394,-43.24756574,33:18.0,33:18.0,36.26386667
106648,164556,583661,TPS2,b0:55:08:37:eb:30,Level 3,-22.81434869,-43.24744956,33:19.8,33:19.8,33.85746667
106674,165138,585501,TPS2,fc:a6:21:f2:67:ea,Level 3,-22.81443254,-43.24715043,34:08.3,34:08.3,0
106678,165235,585745,TPS2,80:58:f8:74:be:32,Level 3,-22.81441542,-43.24752927,34:15.2,34:15.2,3.33E-05
106680,165278,585889,TPS2,48:2c:a0:6a:61:d6,Level 3,-22.81451189,-43.24754285,34:17.4,34:17.4,9.461966667
106696,165595,587013,TPS2,30:4b:07:40:02:42,Level 3,-22.81429499,-43.24713437,34:47.4,34:47.4,56.55413333
106732,166172,588930,TPS2,f0:d7:aa:68:de:86,Level 3,-22.8142043,-43.24715099,35:40.5,35:40.5,27.28441667
106759,166620,590368,TPS2,7c:8b:b5:57:8b:d9,Level 3,-22.81422861,-43.24743435,36:17.8,36:17.8,0
106809,167466,593172,TPS2,58:d9:c3:77:a1:db,Level 3,-22.81422584,-43.24728593,37:43.4,37:43.4,130.8385167
106816,167583,593624,TPS2,74:42:8b:1b:d1:c4,Level 3,-22.81438315,-43.24756563,37:56.7,37:56.7,0
106846,168046,595190,TPS2,58:d9:c3:79:23:d7,Level 3,-22.81447503,-43.24754292,38:47.7,38:47.7,21.06325
106847,168052,595204,TPS2,04:d6:aa:87:02:cd,Level 3,-22.81438664,-43.24756188,38:48.3,38:48.3,28.42373333
106850,168152,595576,TPS2,7c:8b:b5:48:3c:b5,Level 3,-22.81446411,-43.24735731,38:58.5,38:58.5,0
106883,168930,598422,TPS2,d4:63:c6:85:35:ab,Level 3,-22.81444899,-43.2472592,40:20.7,40:20.7,65.31123333
106884,168946,598470,TPS2,fc:64:3a:e3:e7:04,Level 3,-22.81439283,-43.24716851,40:20.9,40:20.9,9.183016667
106897,169150,599268,TPS2,28:83:35:1d:f2:d5,Level 3,-22.81440498,-43.24750535,40:47.1,40:47.1,18.2716
106918,169470,600448,TPS2,50:92:b9:26:38:74,Level 3,-22.81417698,-43.24752671,41:23.0,41:23.0,0.537566667
106945,170000,602338,TPS2,a4:07:b6:c4:c7:c8,Level 3,-22.81425894,-43.24717943,42:23.2,42:23.2,3.114616667
106947,170062,602568,TPS2,e0:aa:96:e4:cd:94,Level 3,-22.81421687,-43.24731635,42:29.2,42:29.2,18.6341
106950,170100,602704,TPS2,b4:86:55:32:65:5e,Level 3,-22.81433675,-43.24713495,42:34.1,42:34.1,7.38625
106958,170281,603358,TPS2,b0:eb:57:39:53:fe,Level 3,-22.81426975,-43.24731384,42:53.9,42:53.9,163.9636
106963,170479,603990,TPS2,3c:97:10:ad:be:e3,Level 3,-22.81426202,-43.24743643,43:12.8,43:12.8,0
106994,171106,606074,TPS2,dc:bf:e9:50:b6:e6,Level 3,-22.81446709,-43.24714178,44:23.4,44:23.4,0
106997,171166,606262,TPS2,d0:04:01:93:cd:6e,Level 3,-22.81425516,-43.24724411,44:25.7,44:25.7,0
107011,171438,607284,TPS2,30:6a:85:c6:14:25,Level 3,-22.81425189,-43.24730757,44:58.9,44:58.9,139.8621333
107027,171792,608468,TPS2,80:5a:04:f8:ae:d4,Level 3,-22.81448428,-43.24717413,45:39.7,45:39.7,1.67E-05
107055,172442,610623,TPS2,fc:2a:9c:76:9b:41,Level 3,-22.81430273,-43.24721941,46:49.6,46:49.6,0
107063,172501,610805,TPS2,38:80:df:2b:1f:8b,Level 3,-22.81424279,-43.24741303,46:56.9,46:56.9,0.884533333
107089,172972,612321,TPS2,38:9a:f6:e0:75:81,Level 3,-22.81429753,-43.24719555,47:46.0,47:46.0,0
107116,173524,613995,TPS2,28:3f:69:c1:88:ee,Level 3,-22.81431351,-43.2471593,48:42.5,48:42.5,32.76231667
107124,173722,614651,TPS2,18:01:f1:61:06:e6,Level 3,-22.81420925,-43.24750899,49:01.6,49:01.6,0
107125,173723,614661,TPS2,04:1b:6d:ec:2b:6d,Level 3,-22.81421744,-43.24716193,49:01.8,49:01.8,32.2065
107131,173797,614875,TPS2,8c:f5:a3:fa:0b:a5,Level 3,-22.8144161,-43.24753117,49:09.9,49:09.9,0.166516667
107145,173988,615379,TPS2,8c:f1:12:dc:5c:ff,Level 3,-22.81417936,-43.24720458,49:25.6,49:25.6,34.44805
107183,174616,617471,TPS2,dc:0b:34:d6:3d:4c,Level 3,-22.81425871,-43.24754937,50:40.0,50:40.0,10.27178333
107189,174718,617829,TPS2,d4:63:c6:a8:eb:6b,Level 3,-22.81451408,-43.24748411,50:53.9,50:53.9,22.17631667
107194,174813,618175,TPS2,dc:bf:e9:55:ad:b7,Level 3,-22.81425779,-43.24730909,51:04.1,51:04.1,89.72016667
107205,175101,619189,TPS2,04:92:26:06:d3:76,Level 3,-22.81450114,-43.24713657,51:46.1,51:46.1,0
107212,175176,619441,TPS2,90:e1:7b:c1:8b:f5,Level 3,-22.81432557,-43.24734453,51:52.9,51:52.9,0
107220,175308,619827,TPS2,24:46:c8:04:1e:01,Level 3,-22.81445429,-43.24712194,52:08.5,52:08.5,0
107225,175509,620505,TPS2,48:49:c7:34:ef:72,Level 3,-22.81429121,-43.24714456,52:31.5,52:31.5,136.8277333
107237,175927,621957,TPS2,08:c5:e1:a2:38:e5,Level 3,-22.81449356,-43.24713776,53:30.0,53:30.0,12.74955
107240,176019,622283,TPS2,dc:bf:e9:d1:bf:cd,Level 3,-22.81434272,-43.24755312,53:39.9,53:39.9,0
107255,176405,623527,TPS2,c4:9f:4c:f0:21:a1,Level 3,-22.81440438,-43.24746767,54:24.8,54:24.8,1.67E-05
107260,176570,624009,TPS2,98:39:8e:c8:7d:29,Level 3,-22.81426011,-43.24719609,54:40.2,54:40.2,121.6856
107263,176619,624167,TPS2,a8:16:d0:7c:2e:0f,Level 3,-22.81441715,-43.24719247,54:45.8,54:45.8,0
107265,176635,624227,TPS2,70:fd:46:21:10:50,Level 3,-22.81436009,-43.24750952,54:48.5,54:48.5,0
107272,176927,625127,TPS2,c8:3c:85:d6:1c:a0,Level 3,-22.81423766,-43.24725674,55:16.8,55:16.8,52.51293333
107285,177077,625607,TPS2,3c:a1:0d:88:af:67,Level 3,-22.81437677,-43.24713313,55:35.0,55:35.0,25.47546667
107292,177174,625915,TPS2,24:18:1d:28:ba:3b,Level 3,-22.81416498,-43.24752336,55:47.8,55:47.8,0
107296,177222,626083,TPS2,44:18:fd:3d:e0:65,Level 3,-22.81447433,-43.24719956,55:53.5,55:53.5,0
107301,177359,626495,TPS2,f0:d7:aa:0e:14:5f,Level 3,-22.8142338,-43.24728591,56:08.1,56:08.1,24.43465
107313,177749,627688,TPS2,ac:af:b9:ea:3e:8c,Level 3,-22.81446782,-43.24726528,56:53.3,56:53.3,26.9861
107321,177928,628151,TPS2,74:e1:b6:e2:b6:81,Level 3,-22.8142948,-43.24738438,57:08.7,57:08.7,1.67E-05
107325,177967,628265,TPS2,70:fd:46:cb:59:70,Level 3,-22.81436136,-43.24714708,57:13.8,57:13.8,17.36243333
107331,178028,628485,TPS2,70:3a:51:85:65:62,Level 3,-22.8142635,-43.24720607,57:20.6,57:20.6,7.593233333
107352,178525,630045,TPS2,a8:96:75:15:cb:a4,Level 3,-22.81440584,-43.24735601,58:17.8,58:17.8,37.55496667
107354,178557,630145,TPS2,b0:89:00:38:4a:90,Level 3,-22.81417872,-43.24728218,58:22.1,58:22.1,0
107362,178612,630341,TPS2,c0:17:4d:cf:be:05,Level 3,-22.81417662,-43.24715093,58:28.8,58:28.8,100.9511833
107376,178939,631341,TPS2,38:9a:f6:49:0f:bf,Level 3,-22.81425657,-43.24711841,59:06.3,59:06.3,29.7039
107378,178941,631343,TPS2,98:39:8e:42:80:c7,Level 3,-22.81449037,-43.24718864,59:06.6,59:06.6,10.8538
107380,179013,631557,TPS2,48:49:c7:3c:16:56,Level 3,-22.81415786,-43.24739249,59:16.5,59:16.5,0
107387,179232,632261,TPS2,38:9a:f6:a1:89:33,Level 3,-22.81436969,-43.24713338,59:46.9,59:46.9,3.6034
107390,179299,632459,TPS2,f8:e0:79:4a:e1:ea,Level 3,-22.81448684,-43.24717677,59:53.4,59:53.4,4.633883333
107398,179362,632639,TPS2,38:80:df:37:c7:e8,Level 3,-22.81438938,-43.2472774,00:01.5,00:01.5,0.74145
107409,179572,633167,TPS2,70:fd:46:82:5f:42,Level 3,-22.81424537,-43.24715857,00:21.7,00:21.7,2.760816667
107423,179780,633841,TPS2,50:92:b9:63:6d:b4,Level 3,-22.81418256,-43.24728599,00:49.6,00:49.6,0
107443,180086,634837,TPS2,fc:64:3a:73:b7:b2,Level 3,-22.81443697,-43.24752335,01:30.0,01:30.0,225.4569667
107444,180137,634999,TPS2,88:79:7e:6c:97:55,Level 3,-22.81425188,-43.2472454,01:37.5,01:37.5,3.90395
107471,180529,636097,TPS2,a8:16:d0:98:fe:1b,Level 3,-22.81434312,-43.24714291,02:21.4,02:21.4,8.84745
107474,180550,636171,TPS2,10:b1:f8:8f:9b:64,Level 3,-22.81418636,-43.24716867,02:24.6,02:24.6,2.9729
107477,180598,636345,TPS2,48:60:5f:11:5d:89,Level 3,-22.81443926,-43.2474413,02:31.2,02:31.2,0
107499,181163,638185,TPS2,34:a8:eb:e5:8b:2f,Level 3,-22.81436949,-43.24756476,03:46.8,03:46.8,0.192233333
107509,181344,638795,TPS2,14:32:d1:1d:82:e0,Level 3,-22.81426975,-43.24730617,04:12.7,04:12.7,56.41585
107513,181395,638975,TPS2,38:9a:f6:f1:2d:df,Level 3,-22.8145008,-43.24721617,04:19.7,04:19.7,1.67E-05
107515,181416,639032,TPS2,98:39:8e:99:02:1f,Level 3,-22.81445739,-43.2472374,04:23.9,04:23.9,0.01195
107519,181448,639102,TPS2,8c:45:00:00:a2:a6,Level 3,-22.8142562,-43.24732217,04:24.8,04:24.8,30.59408333
107522,181455,639133,TPS2,00:27:15:68:18:a2,Level 3,-22.81435177,-43.24721706,04:25.4,04:25.4,128.4471667
107529,181579,639589,TPS2,34:a8:eb:e6:7b:4a,Level 3,-22.81439146,-43.24753549,04:41.9,04:41.9,8.00505
107530,181593,639637,TPS2,da:a1:19:31:16:55,Level 3,-22.81419631,-43.24756188,04:44.6,04:44.6,10.39868333
107538,181721,640061,TPS2,e0:dc:ff:31:3c:c3,Level 3,-22.81447451,-43.24721017,05:03.3,05:03.3,0
107543,181830,640429,TPS2,24:18:1d:ec:74:eb,Level 3,-22.81450024,-43.24747513,05:17.4,05:17.4,74.28703333
107553,181990,640928,TPS2,70:fd:46:e4:b6:ac,Level 3,-22.81446711,-43.24721251,05:35.8,05:35.8,41.82945
107572,182251,641739,TPS2,d4:63:c6:48:fc:9d,Level 3,-22.81446382,-43.24720745,06:10.6,06:10.6,0
107581,182430,642207,TPS2,ec:9b:f3:ae:44:38,Level 3,-22.81442461,-43.247156,06:27.5,06:27.5,83.45248333
107585,182574,642685,TPS2,84:10:0d:6c:c6:5e,Level 3,-22.81448351,-43.24753264,06:47.0,06:47.0,43.77221667
107590,182638,642871,TPS2,60:1d:91:aa:fb:08,Level 3,-22.81440741,-43.24733757,06:53.0,06:53.0,3.8805
107604,182821,643415,TPS2,7c:8b:b5:23:82:cb,Level 3,-22.81446679,-43.2471901,07:16.6,07:16.6,0
107617,182965,643747,TPS2,a8:16:d0:e0:6f:59,Level 3,-22.81443606,-43.2474465,07:28.2,07:28.2,129.6748167
107619,183017,643915,TPS2,e4:a7:c5:a5:a3:ba,Level 3,-22.81437415,-43.24753949,07:34.3,07:34.3,11.89863333
107621,183026,643939,TPS2,38:37:8b:fd:75:77,Level 3,-22.81424703,-43.24726062,07:35.4,07:35.4,0.85355
107661,183764,646147,TPS2,bc:ff:eb:5e:cb:e3,Level 3,-22.8142887,-43.24732878,09:11.8,09:11.8,2.0187
107664,183837,646379,TPS2,b0:ca:68:2a:1a:1f,Level 3,-22.81450638,-43.2475087,09:22.6,09:22.6,4.051816667
107675,183955,646769,TPS2,74:b5:87:3f:e1:1d,Level 3,-22.81423125,-43.24724005,09:38.0,09:38.0,9.041266667
107676,183966,646795,TPS2,bc:98:df:ee:d5:3a,Level 3,-22.8144071,-43.24718344,09:39.0,09:39.0,127.6700333
107682,184068,647059,TPS2,cc:c0:79:8d:0d:0a,Level 3,-22.81444647,-43.24720679,09:49.5,09:49.5,0
107684,184132,647271,TPS2,d8:9c:67:06:c0:07,Level 3,-22.81442058,-43.24754423,09:58.3,09:58.3,2.917233333
107688,184251,647612,TPS2,a8:db:03:7e:b3:e5,Level 3,-22.81420548,-43.24751415,10:12.2,10:12.2,2.900833333
107696,184433,648135,TPS2,24:46:c8:5b:ff:4e,Level 3,-22.81430317,-43.24751529,10:34.2,10:34.2,0
107701,184508,648383,TPS2,7c:8b:b5:7b:f2:ed,Level 3,-22.81451109,-43.24742872,10:45.8,10:45.8,6.67E-05
107709,184588,648593,TPS2,74:b5:87:9e:ee:c0,Level 3,-22.81445044,-43.24736299,10:56.4,10:56.4,0
107710,184609,648675,TPS2,38:80:df:d4:e6:07,Level 3,-22.81445189,-43.2475287,10:58.8,10:58.8,23.92421667
107711,184632,648753,TPS2,24:46:c8:7e:f7:69,Level 3,-22.81424023,-43.24740085,11:01.8,11:01.8,38.35598333
107712,184659,648845,TPS2,38:9a:f6:a4:cb:b9,Level 3,-22.81428845,-43.24733088,11:05.0,11:05.0,7.0447
107715,184774,649228,TPS2,c0:8c:71:3f:5a:85,Level 3,-22.81448474,-43.24719269,11:20.6,11:20.6,164.6605
107718,184784,649253,TPS2,7c:8b:b5:7b:02:ab,Level 3,-22.81434751,-43.24726616,11:22.2,11:22.2,0.394166667
107722,184813,649329,TPS2,8c:45:00:8f:a6:be,Level 3,-22.81429435,-43.24739771,11:25.1,11:25.1,0
107728,184909,649609,TPS2,38:9a:f6:67:93:ab,Level 3,-22.8144678,-43.24741023,11:37.1,11:37.1,0
107734,185018,649949,TPS2,a8:16:d0:90:82:a5,Level 3,-22.81447195,-43.24725958,11:52.8,11:52.8,11.28233333
107741,185115,650254,TPS2,58:d9:c3:90:b0:59,Level 3,-22.81419175,-43.24731568,12:05.3,12:05.3,35.33101667
107745,185156,650345,TPS2,d8:55:75:6c:39:f5,Level 3,-22.8141473,-43.24726724,12:07.6,12:07.6,0
107761,185520,651631,TPS2,d4:c9:4b:93:3b:5d,Level 3,-22.81438783,-43.24751095,13:04.0,13:04.0,44.3416
107769,185614,651935,TPS2,a8:db:03:56:31:4c,Level 3,-22.8142,-43.24723812,13:16.0,13:16.0,26.17056667
107782,185941,653016,TPS2,a8:db:03:0b:ec:28,Level 3,-22.8142217,-43.24754517,14:00.7,14:00.7,0
107784,185960,653084,TPS2,fc:64:3a:ca:de:0a,Level 3,-22.81449277,-43.24735044,14:03.1,14:03.1,18.68838333
107788,186059,653396,TPS2,8c:fa:ba:8e:91:76,Level 3,-22.81439764,-43.24721599,14:15.4,14:15.4,0
107789,186064,653408,TPS2,48:49:c7:de:a9:ce,Level 3,-22.81450439,-43.24747429,14:15.5,14:15.5,14.50101667
107800,186293,654148,TPS2,38:9a:f6:1f:21:ef,Level 3,-22.81450657,-43.24748984,14:46.6,14:46.6,173.6540667
107822,187061,656674,TPS2,30:cb:f8:bc:fa:58,Level 3,-22.81437201,-43.24739685,16:33.8,16:33.8,114.8420833
107824,187240,657276,TPS2,24:18:1d:28:ba:d5,Level 3,-22.81439959,-43.24713202,16:59.2,16:59.2,0
107825,187259,657334,TPS2,64:89:f1:6e:8c:a5,Level 3,-22.81431949,-43.24721553,17:01.5,17:01.5,170.6171333
107827,187281,657398,TPS2,a8:96:75:af:db:7e,Level 3,-22.81424404,-43.24729789,17:03.2,17:03.2,105.4880167
107834,187480,658040,TPS2,8c:45:00:1a:81:c3,Level 3,-22.81447547,-43.24720834,17:33.3,17:33.3,0.54955
107842,187656,658677,TPS2,58:40:4e:77:46:db,Level 3,-22.81431488,-43.24753183,18:00.6,18:00.6,32.84825
107855,187815,659127,TPS2,7c:8b:b5:20:a3:dd,Level 3,-22.8142544,-43.24730836,18:17.3,18:17.3,3.369416667
107858,187873,659317,TPS2,8c:79:67:a8:65:67,Level 3,-22.81426298,-43.24725051,18:24.5,18:24.5,4.17175
107863,187997,659681,TPS2,98:b8:e3:b9:46:95,Level 3,-22.8143496,-43.24734678,18:37.8,18:37.8,7.3133
107866,188014,659729,TPS2,a8:16:d0:4a:f8:fb,Level 3,-22.81422763,-43.2471877,18:39.4,18:39.4,12.37893333
107874,188173,660223,TPS2,dc:74:a8:1a:51:ac,Level 3,-22.81430527,-43.24732152,18:57.5,18:57.5,79.03398333
107875,188211,660349,TPS2,8c:b8:4a:2d:6e:dc,Level 3,-22.81438254,-43.24722536,19:03.7,19:03.7,1.67E-05
107877,188218,660371,TPS2,d0:31:69:22:8c:f3,Level 3,-22.8142578,-43.24729497,19:04.2,19:04.2,41.81108333
107885,188410,661018,TPS2,48:49:c7:e1:40:cc,Level 3,-22.81427024,-43.24718882,19:32.3,19:32.3,40.39385
107887,188416,661033,TPS2,04:1b:6d:e9:ca:bd,Level 3,-22.81425303,-43.24739902,19:32.4,19:32.4,39.23335
107906,188646,661862,TPS2,ec:1f:72:ca:46:7c,Level 3,-22.81447264,-43.24725287,20:08.8,20:08.8,33.44205
107913,188754,662213,TPS2,48:49:c7:80:b6:40,Level 3,-22.81432853,-43.24753868,20:22.0,20:22.0,35.1604
107932,189079,663327,TPS2,f0:8a:76:54:a5:c0,Level 3,-22.81423015,-43.24713251,21:08.9,21:08.9,5.71375
107956,189474,664635,TPS2,48:c7:96:92:30:b9,Level 3,-22.81433024,-43.24725231,22:01.9,22:01.9,65.46838333
107980,190015,666311,TPS2,d4:53:83:89:25:6e,Level 3,-22.81423931,-43.2472777,23:12.6,23:12.6,121.3415167
107981,190021,666331,TPS2,b8:1d:aa:a0:41:eb,Level 3,-22.81445835,-43.24744043,23:12.9,23:12.9,0
107988,190170,666815,TPS2,38:9a:f6:dd:db:bd,Level 3,-22.81416955,-43.24749809,23:29.4,23:29.4,123.1700167
107996,190269,667185,TPS2,a8:16:d0:a3:7a:61,Level 3,-22.81424513,-43.24735365,23:46.2,23:46.2,1.99295
108013,190750,668819,TPS2,48:49:c7:e4:5a:ac,Level 3,-22.81418315,-43.24728104,24:48.5,24:48.5,123.7361667
108017,191018,669687,TPS2,fc:64:3a:93:c3:cc,Level 3,-22.81429487,-43.24729525,25:22.5,25:22.5,0
108025,191222,670387,TPS2,58:cb:52:04:64:aa,Level 3,-22.81448835,-43.24719709,25:48.7,25:48.7,0.3368
108044,191524,671356,TPS2,2c:0e:3d:ae:76:a7,Level 3,-22.81421477,-43.24736168,26:27.4,26:27.4,0
108047,191602,671617,TPS2,a8:16:d0:9d:86:73,Level 3,-22.81450469,-43.24738565,26:36.2,26:36.2,2.433333333
108069,192157,673453,TPS2,0c:cb:85:88:fd:05,Level 3,-22.8144653,-43.24715997,27:49.9,27:49.9,178.9431833
108072,192269,673889,TPS2,c8:3d:dc:82:2f:67,Level 3,-22.81441912,-43.24722406,28:07.8,28:07.8,75.82856667
108074,192322,674047,TPS2,80:58:f8:74:dc:7d,Level 3,-22.81422739,-43.24712649,28:13.0,28:13.0,26.43475
108076,192325,674055,TPS2,90:e1:7b:86:67:fa,Level 3,-22.81420733,-43.2473369,28:13.6,28:13.6,93.25713333
108093,192929,676207,TPS2,7c:03:ab:f9:d7:66,Level 3,-22.8143576,-43.24721289,29:40.5,29:40.5,62.2859
108106,193452,678095,TPS2,98:f1:70:3b:3c:52,Level 3,-22.81441178,-43.2472339,31:01.8,31:01.8,1.67E-05
108119,193831,679352,TPS2,58:d9:c3:85:50:5b,Level 3,-22.81441272,-43.2472251,31:52.5,31:52.5,0
108123,194060,680055,TPS2,38:80:df:37:e8:df,Level 3,-22.81436365,-43.24753511,32:24.8,32:24.8,0.01155
108125,194117,680217,TPS2,a8:db:03:f2:35:87,Level 3,-22.81421113,-43.24754672,32:28.6,32:28.6,120.5914167
108131,194278,680733,TPS2,e4:46:da:42:3f:ca,Level 3,-22.81432128,-43.24732579,32:53.9,32:53.9,0
108140,194731,682288,TPS2,bc:98:df:ad:84:51,Level 3,-22.81447498,-43.24718242,34:01.4,34:01.4,157.9773667
108141,194764,682420,TPS2,fc:a6:21:f0:c2:8c,Level 3,-22.81416112,-43.24724746,34:04.6,34:04.6,30.97405
108143,194932,682918,TPS2,80:58:f8:3a:16:80,Level 3,-22.81435298,-43.24729254,34:23.9,34:23.9,120.6816167
108144,194937,682934,TPS2,44:91:60:4a:49:3c,Level 3,-22.81417632,-43.24730748,34:24.2,34:24.2,1.325333333
108150,195246,684086,TPS2,d0:77:14:e3:0f:8c,Level 3,-22.8144748,-43.24748044,35:13.8,35:13.8,166.2301167
108153,195391,684592,TPS2,24:18:1d:05:12:6a,Level 3,-22.81424943,-43.24729787,35:33.0,35:33.0,13.90443333
108154,195410,684656,TPS2,14:a5:1a:2d:91:21,Level 3,-22.81416183,-43.2471314,35:36.1,35:36.1,33.6182
108160,195594,685276,TPS2,f0:d7:aa:ef:a3:3b,Level 3,-22.81443418,-43.24727161,36:01.7,36:01.7,1.67E-05
108162,195640,685372,TPS2,38:80:df:04:8f:84,Level 3,-22.81433018,-43.24712608,36:07.2,36:07.2,65.45966667
108164,195686,685511,TPS2,70:fd:46:d3:77:26,Level 3,-22.81446342,-43.24720944,36:12.4,36:12.4,117.0465
108178,196216,687190,TPS2,a8:16:d0:2a:87:a5,Level 3,-22.81450127,-43.24729852,37:27.7,37:27.7,89.83305
108179,196259,687330,TPS2,00:9d:6b:1c:63:a8,Level 3,-22.81449122,-43.24720787,37:32.6,37:32.6,44.4374
108185,196427,687918,TPS2,bc:98:df:a1:75:a6,Level 3,-22.81439542,-43.24726541,37:53.1,37:53.1,119.9859333
108187,196510,688238,TPS2,3c:5c:c4:e6:65:33,Level 3,-22.8141645,-43.24717179,38:06.0,38:06.0,1.67E-05
108189,196531,688296,TPS2,60:e3:ac:a1:97:a9,Level 3,-22.81447427,-43.24751149,38:08.6,38:08.6,121.4312167
108196,196643,688612,TPS2,98:9c:57:d1:32:7c,Level 3,-22.81428135,-43.24731492,38:21.9,38:21.9,1.67E-05
108206,196932,689602,TPS2,68:7d:6b:00:ff:8f,Level 3,-22.81435297,-43.24725982,38:59.3,38:59.3,0
108207,196998,689818,TPS2,a4:17:31:bf:3d:91,Level 3,-22.81420461,-43.24736033,39:09.2,39:09.2,18.94511667
108218,197324,690888,TPS2,08:c5:e1:99:9c:32,Level 3,-22.81431277,-43.24715374,39:52.4,39:52.4,233.3955167
108221,197394,691130,TPS2,88:19:08:7d:ca:13,Level 3,-22.81426162,-43.24725421,40:03.8,40:03.8,0
108222,197595,691732,TPS2,20:32:6c:9c:7a:fc,Level 3,-22.81436734,-43.24728635,40:25.0,40:25.0,186.19545
108225,197726,692188,TPS2,70:fd:46:2c:fb:16,Level 3,-22.81450069,-43.24737536,40:47.7,40:47.7,191.3765
108242,198432,694526,TPS2,48:49:c7:a8:59:00,Level 3,-22.8144629,-43.24718914,42:34.2,42:34.2,232.79815
108252,198624,695204,TPS2,a4:07:b6:6f:b2:62,Level 3,-22.81414786,-43.24716625,43:04.9,43:04.9,28.11995
108262,198935,696250,TPS2,88:66:a5:6a:79:b3,Level 3,-22.81416472,-43.24741634,43:48.9,43:48.9,0.42125
108265,198981,696434,TPS2,4c:66:41:38:e6:79,Level 3,-22.81445139,-43.24747804,43:56.5,43:56.5,9.044433333
108273,199237,697292,TPS2,70:4d:7b:44:43:f0,Level 3,-22.81446054,-43.24725172,44:35.3,44:35.3,0
108281,199561,698366,TPS2,24:46:c8:e6:38:19,Level 3,-22.81441025,-43.2471954,45:23.4,45:23.4,98.84891667
108286,199693,698814,TPS2,18:01:f1:50:43:2f,Level 3,-22.81449463,-43.24750928,45:44.0,45:44.0,14.82748333
108301,200089,699956,TPS2,fc:b6:d8:65:e2:02,Level 3,-22.81451441,-43.2472793,46:35.3,46:35.3,1.67E-05
108305,200113,700048,TPS2,98:39:8e:fb:ec:69,Level 3,-22.81427962,-43.24730891,46:39.4,46:39.4,0
108307,200190,700318,TPS2,7c:8b:b5:ed:b0:37,Level 3,-22.81449538,-43.2474284,46:51.4,46:51.4,9.92045
108310,200230,700468,TPS2,a8:16:d0:37:22:43,Level 3,-22.8143348,-43.24756686,46:58.5,46:58.5,70.87255
108311,200269,700622,TPS2,38:80:df:e2:6e:f2,Level 3,-22.81437249,-43.24734139,47:04.0,47:04.0,47.805
108314,200361,700972,TPS2,7c:8b:b5:77:37:a7,Level 3,-22.81418993,-43.24728386,47:19.4,47:19.4,89.32745
